pose_id,x_0,y_0,z_0,x_1,y_1,z_1,x_2,y_2,z_2,x_3,y_3,z_3,x_4,y_4,z_4,x_5,y_5,z_5,x_6,y_6,z_6,x_7,y_7,z_7,x_8,y_8,z_8,x_9,y_9,z_9,x_10,y_10,z_10,x_11,y_11,z_11,x_12,y_12,z_12,x_13,y_13,z_13,x_14,y_14,z_14,x_15,y_15,z_15,x_16,y_16,z_16,x_17,y_17,z_17,x_18,y_18,z_18,x_19,y_19,z_19,x_20,y_20,z_20,
32,0.30765825510025024,0.7419991493225098,1.573139059019013e-07,0.3632128834724426,0.7063150405883789,-0.03512923792004585,0.41406747698783875,0.6332168579101562,-0.06574404239654541,0.43095308542251587,0.546907365322113,-0.09696973115205765,0.4042624235153198,0.4698842763900757,-0.12587429583072662,0.42335548996925354,0.4078488051891327,-0.04501447454094887,0.4598332941532135,0.28100821375846863,-0.0848083645105362,0.48493021726608276,0.19023561477661133,-0.10479353368282318,0.5001567602157593,0.11047518253326416,-0.11857429146766663,0.36525237560272217,0.3718853294849396,-0.05077528581023216,0.39069557189941406,0.38429707288742065,-0.10236142575740814,0.3832855522632599,0.5093551278114319,-0.1088254377245903,0.37349817156791687,0.5313776135444641,-0.1028820052742958,0.31158125400543213,0.3838872015476227,-0.06057494878768921,0.3329365849494934,0.4521995186805725,-0.10833901166915894,0.33542880415916443,0.5487791299819946,-0.0943625420331955,0.3306662440299988,0.5475082993507385,-0.075827956199646,0.2622241675853729,0.420642226934433,-0.07441375404596329,0.282904714345932,0.4913651943206787,-0.10369161516427994,0.29344525933265686,0.5586104393005371,-0.0929303839802742,0.29037922620773315,0.550635576248169,-0.07833937555551529,pointy-finger-tap
33,0.3904983401298523,0.7519452571868896,2.464772137500404e-07,0.45648038387298584,0.7288600206375122,-0.040276918560266495,0.5181980729103088,0.672228217124939,-0.07577747851610184,0.5487920641899109,0.5882234573364258,-0.11103030294179916,0.5275127291679382,0.510402500629425,-0.14368921518325806,0.5215936899185181,0.4337717294692993,-0.05268659070134163,0.5708422660827637,0.3080372214317322,-0.0976850688457489,0.6070094108581543,0.21908313035964966,-0.11949624866247177,0.6290525197982788,0.14259842038154602,-0.13316980004310608,0.46300676465034485,0.390851765871048,-0.05768115818500519,0.5043060779571533,0.39962947368621826,-0.11879052966833115,0.49012619256973267,0.5423625111579895,-0.12579603493213654,0.4728334844112396,0.5799287557601929,-0.11576773226261139,0.40883779525756836,0.39717942476272583,-0.06696877628564835,0.4406266212463379,0.48460066318511963,-0.12274757027626038,0.43361565470695496,0.5851987600326538,-0.10909467935562134,0.4213029742240906,0.5828124284744263,-0.08672694861888885,0.3590462803840637,0.4298878312110901,-0.08031060546636581,0.38412556052207947,0.5159187316894531,-0.11305388808250427,0.38955608010292053,0.5844224095344543,-0.10203525424003601,0.38166677951812744,0.573502242565155,-0.08525075018405914,pointy-finger-tap
34,0.5186449885368347,0.6644533276557922,2.1669531236057082e-07,0.5869448184967041,0.6491285562515259,-0.0321427620947361,0.6521713137626648,0.5984088778495789,-0.06329287588596344,0.6998125910758972,0.525848925113678,-0.09609214961528778,0.6950142979621887,0.4460335075855255,-0.12696754932403564,0.6609841585159302,0.3784586787223816,-0.04130866378545761,0.7167235612869263,0.2695887088775635,-0.08265135437250137,0.7578912377357483,0.19500932097434998,-0.102603480219841,0.7834315299987793,0.1298440396785736,-0.11465013027191162,0.6103686690330505,0.3386516571044922,-0.04946468397974968,0.6674256920814514,0.3390849232673645,-0.10689634829759598,0.644311785697937,0.4765636622905731,-0.11118051409721375,0.61989426612854,0.5124202966690063,-0.09964878112077713,0.5623400211334229,0.33776912093162537,-0.06186269223690033,0.6073766350746155,0.41006314754486084,-0.11512410640716553,0.5885414481163025,0.5092906951904297,-0.09965302050113678,0.5665922164916992,0.5084818601608276,-0.0763353556394577,0.5163836479187012,0.3615308403968811,-0.07761356979608536,0.5526422262191772,0.43614789843559265,-0.10866069048643112,0.5474992990493774,0.5016530752182007,-0.09631502628326416,0.5293757319450378,0.48914575576782227,-0.07929982990026474,pointy-finger-tap
35,0.6559675335884094,0.5677026510238647,2.463875716784969e-07,0.7267537117004395,0.5626751184463501,-0.02816758118569851,0.7946228981018066,0.5116087794303894,-0.05256187543272972,0.8466460108757019,0.4464375972747803,-0.07870287448167801,0.8560711145401001,0.3640063405036926,-0.10336274653673172,0.8005626797676086,0.3100523054599762,-0.026090390980243683,0.8564790487289429,0.21734745800495148,-0.059804610908031464,0.8955969214439392,0.1529824286699295,-0.07385263592004776,0.9220359325408936,0.09670037031173706,-0.0818290114402771,0.7558842897415161,0.27231669425964355,-0.03414350003004074,0.8311294317245483,0.25554728507995605,-0.08630110323429108,0.8033149838447571,0.384255051612854,-0.08988695591688156,0.7743304967880249,0.41319870948791504,-0.07724183052778244,0.7129048109054565,0.26357173919677734,-0.04661506414413452,0.7710855603218079,0.31212690472602844,-0.10065251588821411,0.7442864775657654,0.4148819148540497,-0.08759310096502304,0.7164486646652222,0.40877825021743774,-0.06423898041248322,0.6697707772254944,0.27450066804885864,-0.0612187422811985,0.7202544212341309,0.32456105947494507,-0.09513528645038605,0.7083593606948853,0.3986702859401703,-0.08347396552562714,0.6828017830848694,0.388059139251709,-0.06628108024597168,pointy-finger-tap
36,0.6597363948822021,0.6921917200088501,2.2770691998630355e-07,0.7300003170967102,0.6896054148674011,-0.025544529780745506,0.7936623692512512,0.6489803791046143,-0.0512772798538208,0.8467099666595459,0.6002107262611389,-0.079689159989357,0.8652812838554382,0.525698721408844,-0.10697812587022781,0.8013657927513123,0.44010594487190247,-0.025664683431386948,0.8583300709724426,0.3627583980560303,-0.0610070638358593,0.9032816886901855,0.3101115822792053,-0.07843364775180817,0.9341254234313965,0.2653672695159912,-0.0884784683585167,0.7603787779808044,0.40222302079200745,-0.034772839397192,0.8357170820236206,0.4203304052352905,-0.08296211063861847,0.8100854158401489,0.5442399382591248,-0.08614226430654526,0.7813410758972168,0.5667017698287964,-0.07549992203712463,0.7210411429405212,0.3975459933280945,-0.048308420926332474,0.7827325463294983,0.46703460812568665,-0.09740305691957474,0.7575230598449707,0.5630550384521484,-0.08328446745872498,0.7297030091285706,0.5572454333305359,-0.0613345205783844,0.6808538436889648,0.4156232476234436,-0.06428506970405579,0.7337767481803894,0.4777592718601227,-0.09549890458583832,0.7229644656181335,0.5463435649871826,-0.08357056230306625,0.6974202394485474,0.5367152690887451,-0.06698515266180038,pointy-finger-tap
37,0.658421516418457,0.7398442625999451,2.329198878214811e-07,0.7264618873596191,0.7418596744537354,-0.022592680528759956,0.7869879007339478,0.7105280756950378,-0.04747040569782257,0.8369901180267334,0.6711878180503845,-0.07517294585704803,0.858414351940155,0.603778600692749,-0.10173055529594421,0.7939163446426392,0.5075390338897705,-0.02324993908405304,0.847314715385437,0.43522924184799194,-0.05665965378284454,0.8914409875869751,0.38940173387527466,-0.07326534390449524,0.9223554134368896,0.35177990794181824,-0.0828888863325119,0.7569509148597717,0.47064369916915894,-0.03290790691971779,0.8337400555610657,0.49601274728775024,-0.07800958305597305,0.8072221279144287,0.6114919185638428,-0.08067290484905243,0.7785829901695251,0.6308123469352722,-0.07053161412477493,0.7216286659240723,0.46655791997909546,-0.04671343415975571,0.7828088998794556,0.5421124696731567,-0.09203663468360901,0.7565834522247314,0.6295230984687805,-0.07844033092260361,0.7303731441497803,0.620825469493866,-0.057901300489902496,0.6859240531921387,0.4843180775642395,-0.06275787204504013,0.7363198399543762,0.5492106676101685,-0.09085282683372498,0.7238572835922241,0.6109071969985962,-0.07929791510105133,0.7001780271530151,0.5983290672302246,-0.06382735818624496,pointy-finger-tap
38,0.6539207696914673,0.8814975023269653,2.440312982798787e-07,0.7253124713897705,0.8916275501251221,-0.019617240875959396,0.7904290556907654,0.8717725872993469,-0.04544459283351898,0.8427953720092773,0.8413887023925781,-0.07520098984241486,0.8593260049819946,0.7776166200637817,-0.10418319702148438,0.7961570024490356,0.651405930519104,-0.024449296295642853,0.853847324848175,0.5853846073150635,-0.05858695134520531,0.9005613327026367,0.5429311394691467,-0.07687138020992279,0.9325265884399414,0.5061076879501343,-0.08800678700208664,0.759238064289093,0.613050639629364,-0.03661959990859032,0.8397690057754517,0.6630515456199646,-0.08212535828351974,0.8136743903160095,0.7749998569488525,-0.08646643161773682,0.7838642597198486,0.792399525642395,-0.07839057594537735,0.7239219546318054,0.6119526028633118,-0.0523168109357357,0.7853215336799622,0.709904134273529,-0.09469333291053772,0.7598509788513184,0.7900251150131226,-0.08175285905599594,0.7343743443489075,0.7803316712379456,-0.063230000436306,0.6889051198959351,0.6353412866592407,-0.07039742916822433,0.7375653982162476,0.7198519706726074,-0.09475909173488617,0.7243719696998596,0.7744047045707703,-0.08327566087245941,0.7014428377151489,0.7605123519897461,-0.06893869489431381,pointy-finger-tap
39,0.6486895084381104,1.0027835369110107,1.7521897177630308e-07,0.7211769223213196,1.0090548992156982,-0.006940948776900768,0.780192494392395,0.9873842597007751,-0.026890313252806664,0.822046160697937,0.9669313430786133,-0.052302148193120956,0.8509445786476135,0.9342018365859985,-0.0772830992937088,0.791317343711853,0.7864459156990051,-0.02239212393760681,0.8536427617073059,0.726948082447052,-0.057738613337278366,0.9013548493385315,0.6923930644989014,-0.07735419273376465,0.9369493722915649,0.6621838808059692,-0.08929801732301712,0.7565633058547974,0.7473266124725342,-0.0392516627907753,0.8372540473937988,0.8257482647895813,-0.08598203212022781,0.8149479627609253,0.9352788329124451,-0.09083405137062073,0.7857253551483154,0.9666270017623901,-0.08393477648496628,0.7209415435791016,0.7505418062210083,-0.05810795724391937,0.7840927839279175,0.8718658089637756,-0.09842251986265182,0.7563515901565552,0.9464976191520691,-0.08492910861968994,0.729764997959137,0.9426935315132141,-0.06707438826560974,0.685445249080658,0.7817292213439941,-0.07844936847686768,0.7347971796989441,0.881210446357727,-0.09967653453350067,0.7199510931968689,0.9318968653678894,-0.0869777500629425,0.698387861251831,0.919457733631134,-0.07251633703708649,pointy-finger-tap
40,0.6103512048721313,1.0748212337493896,1.9385684879580367e-07,0.6811516284942627,1.0739834308624268,-0.0029765076469630003,0.7440783381462097,1.0495474338531494,-0.020807502791285515,0.7837960124015808,1.0328261852264404,-0.045027799904346466,0.8162413835525513,1.0250787734985352,-0.06982013583183289,0.7612600326538086,0.8708733916282654,-0.02483261004090309,0.833710253238678,0.8331001996994019,-0.06024567410349846,0.8860395550727844,0.8043310642242432,-0.08093161880970001,0.9282695055007935,0.7819362282752991,-0.09305338561534882,0.7315136790275574,0.8428795337677002,-0.04388764873147011,0.8203321695327759,0.9639185667037964,-0.0913086086511612,0.8034710884094238,1.0740375518798828,-0.09821441024541855,0.7765932083129883,1.1262627840042114,-0.09236849099397659,0.700578510761261,0.8574079871177673,-0.06404659152030945,0.775448203086853,1.0067554712295532,-0.1070348396897316,0.7490397095680237,1.0961841344833374,-0.09589311480522156,0.721676230430603,1.1225992441177368,-0.07753576338291168,0.6700747609138489,0.896679699420929,-0.08502283692359924,0.7228225469589233,1.0116122961044312,-0.10787031054496765,0.7087686657905579,1.076370358467102,-0.09501153975725174,0.6881788969039917,1.0946308374404907,-0.07888338714838028,pointy-finger-tap
41,0.6215201020240784,1.1194393634796143,5.211508096181205e-07,0.6870390176773071,1.1125379800796509,-0.0022220571991056204,0.7531318664550781,1.0926584005355835,-0.019336627796292305,0.7997735142707825,1.0944677591323853,-0.04072136431932449,0.8349352478981018,1.0963687896728516,-0.06461754441261292,0.7555980682373047,0.9584050178527832,-0.04143219441175461,0.8361007571220398,0.9225010871887207,-0.07331253588199615,0.8913483619689941,0.9059867262840271,-0.09441488981246948,0.9315974712371826,0.8961794972419739,-0.10889480262994766,0.7276531457901001,0.9452741146087646,-0.05885429307818413,0.8122259378433228,1.0326651334762573,-0.09134755283594131,0.835277795791626,1.1119308471679688,-0.09863962978124619,0.8365815877914429,1.1590354442596436,-0.10236041992902756,0.6945517063140869,0.973075807094574,-0.0755065530538559,0.756570041179657,1.083011269569397,-0.10025975853204727,0.7561757564544678,1.1558095216751099,-0.08794844895601273,0.7440026998519897,1.186600923538208,-0.07786120474338531,0.6635465025901794,1.0199884176254272,-0.09318050742149353,0.7053093314170837,1.1059478521347046,-0.1064629778265953,0.709219217300415,1.1565909385681152,-0.09344391524791718,0.7003275156021118,1.178937554359436,-0.08231833577156067,pointy-finger-tap
42,0.5654820799827576,1.0526748895645142,2.5011010507114406e-07,0.6307580471038818,1.0593936443328857,-0.008054562844336033,0.6852498650550842,1.0376685857772827,-0.02695668675005436,0.7156106233596802,1.0119304656982422,-0.04989805817604065,0.7400789856910706,0.990505039691925,-0.0729435533285141,0.6944398880004883,0.8583836555480957,-0.033228714019060135,0.760405421257019,0.8143779635429382,-0.07012875378131866,0.8102942705154419,0.7870417833328247,-0.09206683933734894,0.849136233329773,0.7615124583244324,-0.10550297796726227,0.6596575379371643,0.8253182768821716,-0.049010563641786575,0.7347986102104187,0.9334715604782104,-0.09559198468923569,0.7174049615859985,1.0302202701568604,-0.10233339667320251,0.6905182003974915,1.0678954124450684,-0.09773343801498413,0.6227144598960876,0.8397206664085388,-0.06616180390119553,0.6853662133216858,0.9954790472984314,-0.10720910131931305,0.6622357368469238,1.0602476596832275,-0.09755346179008484,0.6381651759147644,1.058161735534668,-0.08226630836725235,0.5873701572418213,0.8793953061103821,-0.08429532498121262,0.6336207389831543,0.9999837875366211,-0.1058555468916893,0.6210638284683228,1.0450810194015503,-0.09447023272514343,0.6021682024002075,1.036076545715332,-0.08091729134321213,pointy-finger-tap
43,0.5723894834518433,0.9921582937240601,1.7886422654100897e-07,0.6461930274963379,1.0047026872634888,-0.01540074311196804,0.7110968232154846,0.9887696504592896,-0.03925449401140213,0.756963312625885,0.9612476229667664,-0.06735009700059891,0.7586045861244202,0.9113207459449768,-0.09503956884145737,0.7174598574638367,0.7610582709312439,-0.02502407319843769,0.7766714096069336,0.6986508965492249,-0.058888062834739685,0.8223997354507446,0.6599804759025574,-0.07797832787036896,0.8549209833145142,0.6245642900466919,-0.08992893993854523,0.6783928871154785,0.7177009582519531,-0.0386732742190361,0.7474169135093689,0.7853845953941345,-0.08432577550411224,0.7191892862319946,0.8940461277961731,-0.09000866860151291,0.6889699101448059,0.912415087223053,-0.08340222388505936,0.6399397253990173,0.7176393270492554,-0.05489650368690491,0.6919681429862976,0.832110583782196,-0.09491650760173798,0.6655762791633606,0.904121994972229,-0.0835496261715889,0.6401939392089844,0.8911527395248413,-0.06706909090280533,0.6025438904762268,0.7440185546875,-0.07332411408424377,0.6411318182945251,0.8421760201454163,-0.09507690370082855,0.6277167797088623,0.8901143670082092,-0.08439308404922485,0.6074536442756653,0.8708513975143433,-0.07118485122919083,pointy-finger-tap
44,0.5612888932228088,0.8910814523696899,2.5631092626099417e-07,0.6343147158622742,0.8967363834381104,-0.027088528499007225,0.6967462301254272,0.8733441829681396,-0.05520801618695259,0.7433518767356873,0.8314704895019531,-0.08566752821207047,0.7516817450523376,0.7684336304664612,-0.11491692066192627,0.7032515406608582,0.6560481190681458,-0.029621651396155357,0.7581802606582642,0.5932586789131165,-0.06603587418794632,0.8022973537445068,0.5468338131904602,-0.08705319464206696,0.8338438272476196,0.5055099129676819,-0.1004200130701065,0.6636272072792053,0.6145542860031128,-0.03868326172232628,0.7300093173980713,0.6643050909042358,-0.08799493312835693,0.7029768824577332,0.7743368744850159,-0.09595553576946259,0.6763337254524231,0.7916218042373657,-0.09001937508583069,0.625468909740448,0.6128421425819397,-0.051746148616075516,0.6773188710212708,0.708533763885498,-0.09702672064304352,0.6529671549797058,0.7845891118049622,-0.0866214707493782,0.6301973462104797,0.7721300721168518,-0.06932617723941803,0.5875746607780457,0.6354942917823792,-0.06790649890899658,0.6278276443481445,0.721126914024353,-0.09425708651542664,0.6161059737205505,0.7724913358688354,-0.08489827811717987,0.5966231226921082,0.7551648020744324,-0.07175088673830032,pointy-finger-tap
45,0.5646198987960815,0.8142637014389038,2.581201670182054e-07,0.6315826773643494,0.8186244964599609,-0.027416372671723366,0.694256067276001,0.7924528121948242,-0.05578678473830223,0.7450337409973145,0.7459150552749634,-0.08636470139026642,0.7520372867584229,0.6742063164710999,-0.11593382060527802,0.7086705565452576,0.5828047394752502,-0.0325126051902771,0.7651358246803284,0.5126350522041321,-0.06796486675739288,0.8079639077186584,0.4629984498023987,-0.08651915192604065,0.8374148607254028,0.41784119606018066,-0.09838131815195084,0.6665385365486145,0.5366170406341553,-0.04153137654066086,0.7300316095352173,0.5701237320899963,-0.09044864028692245,0.7020225524902344,0.6892625689506531,-0.0955585166811943,0.6747857928276062,0.710468590259552,-0.08752088248729706,0.6242206692695618,0.5305353999137878,-0.054435186088085175,0.6735935807228088,0.6149014234542847,-0.10021357983350754,0.651327908039093,0.6983625888824463,-0.08750974386930466,0.627663254737854,0.6885788440704346,-0.0687422975897789,0.5809311270713806,0.5501769781112671,-0.07027166336774826,0.6211158633232117,0.6290907859802246,-0.09819665551185608,0.6135135889053345,0.6862369775772095,-0.08786793053150177,0.5938833355903625,0.6710664629936218,-0.07383987307548523,pointy-finger-tap
46,0.4966203272342682,0.8109355568885803,1.5264797070813074e-07,0.5635352730751038,0.8066056966781616,-0.02337018772959709,0.6232931613922119,0.7659622430801392,-0.048206817358732224,0.6683350801467896,0.7153738737106323,-0.07543879747390747,0.6701523065567017,0.6517155170440674,-0.10141249001026154,0.6279305815696716,0.5598443746566772,-0.02960638515651226,0.6812651753425598,0.48145490884780884,-0.06254806369543076,0.7217763662338257,0.4302671253681183,-0.07945696264505386,0.7503706216812134,0.38557368516921997,-0.09015198051929474,0.5870636105537415,0.5219233632087708,-0.03831673040986061,0.6479573845863342,0.5488365292549133,-0.08196906000375748,0.6263880133628845,0.6606970429420471,-0.0851241797208786,0.6028889417648315,0.6846054792404175,-0.07694407552480698,0.5486114621162415,0.5216239094734192,-0.050552669912576675,0.5946124792098999,0.604674756526947,-0.09017112106084824,0.5749476552009583,0.6826318502426147,-0.07773483544588089,0.5539314150810242,0.6755208373069763,-0.060729846358299255,0.5123960971832275,0.5445411801338196,-0.06576335430145264,0.5469211339950562,0.6253405213356018,-0.0886756107211113,0.537264883518219,0.6777482628822327,-0.07933959364891052,0.5180765986442566,0.661878764629364,-0.0671854168176651,pointy-finger-tap
47,0.4985387623310089,0.8752992153167725,1.2069544652604236e-07,0.5663503408432007,0.8708137273788452,-0.02000773325562477,0.6268447637557983,0.8348147869110107,-0.04505385085940361,0.6742729544639587,0.7924181818962097,-0.07344678044319153,0.6777629852294922,0.7351837158203125,-0.10092224180698395,0.6358801126480103,0.6203427314758301,-0.028676122426986694,0.6873634457588196,0.5517942309379578,-0.06493998318910599,0.729886531829834,0.5026589035987854,-0.08545329421758652,0.7604096531867981,0.4595183730125427,-0.09843780100345612,0.5949443578720093,0.5826156735420227,-0.03982650116086006,0.6535904407501221,0.6296935081481934,-0.0855397880077362,0.6313645243644714,0.7404522895812988,-0.09022661298513412,0.6085678339004517,0.7580824494361877,-0.08343619853258133,0.5551091432571411,0.585472822189331,-0.05442133918404579,0.6027625799179077,0.6798040270805359,-0.09801100194454193,0.5825230479240417,0.7591953277587891,-0.08706684410572052,0.5620357394218445,0.7497442960739136,-0.07032923400402069,0.5176783204078674,0.6137117147445679,-0.0714053139090538,0.555188000202179,0.6987348198890686,-0.09736941754817963,0.5445587635040283,0.7508746385574341,-0.08837973326444626,0.525338351726532,0.7340832352638245,-0.07595282793045044,pointy-finger-tap
48,0.5103734731674194,1.0075405836105347,1.079797087299994e-07,0.5816918015480042,1.0049837827682495,-0.015046913176774979,0.6420292854309082,0.9818185567855835,-0.039488956332206726,0.6842595338821411,0.9523641467094421,-0.06834118068218231,0.6870364546775818,0.8972002267837524,-0.09660647809505463,0.6452229619026184,0.7601168155670166,-0.027313420549035072,0.6971201300621033,0.6875998973846436,-0.06341356039047241,0.7394500374794006,0.642434298992157,-0.08304284512996674,0.7696162462234497,0.6064911484718323,-0.09458719193935394,0.6026812791824341,0.7181761264801025,-0.04065224900841713,0.6655703186988831,0.778587281703949,-0.08778338134288788,0.6450170874595642,0.8912851810455322,-0.0941060483455658,0.6189712882041931,0.9167394638061523,-0.08719264715909958,0.5619486570358276,0.7225673198699951,-0.05651356652379036,0.6100490093231201,0.836621105670929,-0.0991610512137413,0.5888385772705078,0.9134368896484375,-0.09005255997180939,0.5646354556083679,0.9041216373443604,-0.07387230545282364,0.522944450378418,0.7551649212837219,-0.07414506375789642,0.5606565475463867,0.852618396282196,-0.0983147993683815,0.5520360469818115,0.9034703969955444,-0.08912328630685806,0.532357931137085,0.8863226175308228,-0.07596521824598312,pointy-finger-tap
49,0.5003018379211426,1.0520480871200562,1.9360993519512704e-07,0.564802885055542,1.0616393089294434,-0.017172319814562798,0.616904616355896,1.0484838485717773,-0.04380524903535843,0.6513067483901978,1.0332508087158203,-0.07404037564992905,0.6742913722991943,1.0137642621994019,-0.10357149690389633,0.6333511471748352,0.8395516276359558,-0.03924889117479324,0.6938436031341553,0.781183660030365,-0.08071321994066238,0.7412419319152832,0.7431824207305908,-0.10406888276338577,0.7762188911437988,0.7128571271896362,-0.1178588718175888,0.5942549109458923,0.7973434925079346,-0.05227736756205559,0.6647604703903198,0.8850579857826233,-0.10099554806947708,0.6420425176620483,0.9929331541061401,-0.10492118448019028,0.6136020421981812,1.024263620376587,-0.0971062183380127,0.553460419178009,0.8051302433013916,-0.06812036037445068,0.6101369261741638,0.9536811113357544,-0.11153102666139603,0.5872162580490112,1.028257131576538,-0.10027971118688583,0.5630928874015808,1.0251927375793457,-0.08343557268381119,0.5137255787849426,0.8436930179595947,-0.08608289062976837,0.5567189455032349,0.971879243850708,-0.11030711978673935,0.5462800860404968,1.0298141241073608,-0.09977751225233078,0.5294886827468872,1.0237555503845215,-0.086142897605896,pointy-finger-tap
50,0.4922793209552765,1.1606637239456177,2.412540140994679e-07,0.5613763928413391,1.1289691925048828,-0.021763471886515617,0.6309118270874023,1.0646226406097412,-0.040182892233133316,0.6896871328353882,1.0393277406692505,-0.059649575501680374,0.7413641214370728,1.0229289531707764,-0.0807662382721901,0.5993232131004333,0.8842254281044006,-0.04171707108616829,0.67601078748703,0.8740403056144714,-0.07526501268148422,0.7290502786636353,0.8562952876091003,-0.09868109226226807,0.768539309501648,0.8382037878036499,-0.11477331072092056,0.5533723831176758,0.8731020092964172,-0.04756450653076172,0.6338457465171814,1.007034182548523,-0.09018275886774063,0.6369687914848328,1.1106350421905518,-0.10278928279876709,0.6211566925048828,1.1600323915481567,-0.1065114438533783,0.509709894657135,0.912000298500061,-0.05516164377331734,0.5814806222915649,1.0610430240631104,-0.09457574039697647,0.5820333361625671,1.1366703510284424,-0.09323586523532867,0.5675503015518188,1.162396788597107,-0.08612632006406784,0.4725937843322754,0.970842182636261,-0.06459967792034149,0.525327205657959,1.0835925340652466,-0.09180294722318649,0.5330147743225098,1.1440834999084473,-0.09002111852169037,0.525404155254364,1.1681649684906006,-0.08357465267181396,pointy-finger-tap
51,0.4961874186992645,1.080276370048523,9.592181271500522e-08,0.5326897501945496,1.0384364128112793,-0.02925777994096279,0.5612030029296875,0.9758485555648804,-0.05131326615810394,0.5764099955558777,0.9105344414710999,-0.06763720512390137,0.5867269039154053,0.8514136075973511,-0.08620966225862503,0.5307508707046509,1.0021073818206787,-0.07907602936029434,0.5435941815376282,0.9821296334266663,-0.10915157198905945,0.5464873909950256,0.948344349861145,-0.1274985373020172,0.5458419919013977,0.9207682609558105,-0.13981573283672333,0.4945732653141022,1.0065072774887085,-0.07449191808700562,0.49200910329818726,1.0196454524993896,-0.10166751593351364,0.48696672916412354,1.0287643671035767,-0.10886196047067642,0.4805717468261719,1.0399153232574463,-0.11585792899131775,0.4645669460296631,1.0213419198989868,-0.06922516971826553,0.45722725987434387,1.03574800491333,-0.09305153787136078,0.4572916328907013,1.0489836931228638,-0.0910174548625946,0.4583808183670044,1.062461495399475,-0.0902395024895668,0.4430954158306122,1.0389295816421509,-0.06560447067022324,0.4345538020133972,1.0491747856140137,-0.08547453582286835,0.4383920133113861,1.0671231746673584,-0.0857045128941536,0.4435442090034485,1.0832594633102417,-0.08534622937440872,pointy-finger-tap
52,0.45939013361930847,1.0905718803405762,1.7212893510532012e-07,0.49314555525779724,1.0730986595153809,-0.017474308609962463,0.5237932205200195,1.0374088287353516,-0.03780962526798248,0.5391228795051575,1.01904296875,-0.059514954686164856,0.5498695373535156,1.002722978591919,-0.08220970630645752,0.5261687636375427,0.9070828557014465,-0.04409368708729744,0.5562838315963745,0.8319129943847656,-0.08059388399124146,0.5760959982872009,0.7694947123527527,-0.10394930839538574,0.589056134223938,0.7118547558784485,-0.11990783363580704,0.48293641209602356,0.878962516784668,-0.051540352404117584,0.5265312790870667,0.9486649036407471,-0.09705918282270432,0.5355804562568665,1.051543116569519,-0.10482054948806763,0.5317150354385376,1.1081295013427734,-0.1021621897816658,0.44242098927497864,0.8991780877113342,-0.06045084074139595,0.4828352928161621,1.0058932304382324,-0.09818875789642334,0.4865475594997406,1.0836963653564453,-0.08794039487838745,0.4790990948677063,1.113876461982727,-0.0731951966881752,0.4064229726791382,0.9455339312553406,-0.07139445841312408,0.4377691149711609,1.0250563621520996,-0.09506136924028397,0.44437646865844727,1.0778809785842896,-0.08683546632528305,0.43978020548820496,1.0925096273422241,-0.07494309544563293,pointy-finger-tap
53,0.46962982416152954,1.047833800315857,1.755426097815871e-07,0.5157124996185303,1.0326939821243286,-0.026760665699839592,0.5611655712127686,1.0072883367538452,-0.057368312031030655,0.5770964622497559,0.9576106667518616,-0.088111013174057,0.5524060726165771,0.9174678921699524,-0.11813093721866608,0.5456782579421997,0.8171189427375793,-0.05040130391716957,0.5676354765892029,0.7283449172973633,-0.08717365562915802,0.584080696105957,0.6609438061714172,-0.10716007649898529,0.5924692749977112,0.6050800085067749,-0.11994575709104538,0.4960343539714813,0.7900844216346741,-0.05568956211209297,0.5326516628265381,0.8325299620628357,-0.09836629033088684,0.5310497283935547,0.9382532835006714,-0.10145684331655502,0.5197728872299194,0.9634886384010315,-0.0953381210565567,0.4534701108932495,0.8100671172142029,-0.06324943900108337,0.4879924952983856,0.9024544358253479,-0.10111178457736969,0.4913003146648407,0.9720796346664429,-0.08936028927564621,0.4819493889808655,0.9707457423210144,-0.07439594715833664,0.4171157479286194,0.8536280393600464,-0.07345736771821976,0.44468653202056885,0.9306457042694092,-0.09619239717721939,0.4542440176010132,0.9790678024291992,-0.08657952398061752,0.4465346336364746,0.9724485874176025,-0.07440772652626038,pointy-finger-tap
54,0.47542834281921387,1.003324031829834,1.27327908217012e-07,0.5221866369247437,0.971688985824585,-0.02815074287354946,0.5626505613327026,0.9149109125137329,-0.05393906310200691,0.5793142318725586,0.841740608215332,-0.0801243931055069,0.5599242448806763,0.7815025448799133,-0.10458456724882126,0.552405834197998,0.7144094705581665,-0.03278590366244316,0.5709194540977478,0.6174949407577515,-0.06286861002445221,0.5830522179603577,0.5409657955169678,-0.07769396156072617,0.5872746109962463,0.4780545234680176,-0.0876012071967125,0.5037358403205872,0.6938385963439941,-0.037145353853702545,0.5370171070098877,0.6961629986763,-0.07691656053066254,0.5348012447357178,0.8093435168266296,-0.07874689251184464,0.5228919982910156,0.836378812789917,-0.07013063877820969,0.4619610905647278,0.7108261585235596,-0.045059435069561005,0.4937141239643097,0.7659726142883301,-0.08278229832649231,0.49403589963912964,0.8442404270172119,-0.07144705206155777,0.4815838932991028,0.8419949412345886,-0.05545845255255699,0.42460179328918457,0.750056266784668,-0.05596829578280449,0.45138829946517944,0.8052211999893188,-0.07871627062559128,0.45723646879196167,0.8571601510047913,-0.0699051022529602,0.44632580876350403,0.8502300381660461,-0.057833168655633926,pointy-finger-tap
