x_0,y_0,z_0,x_1,y_1,z_1,x_2,y_2,z_2,x_3,y_3,z_3,x_4,y_4,z_4,x_5,y_5,z_5,x_6,y_6,z_6,x_7,y_7,z_7,x_8,y_8,z_8,x_9,y_9,z_9,x_10,y_10,z_10,x_11,y_11,z_11,x_12,y_12,z_12,x_13,y_13,z_13,x_14,y_14,z_14,x_15,y_15,z_15,x_16,y_16,z_16,x_17,y_17,z_17,x_18,y_18,z_18,x_19,y_19,z_19,x_20,y_20,z_20,
0.6080729961,0.7290036678,0.0000006461,0.596328795,0.5839411616,0.0508362576,0.5355839729,0.5110189915,0.0730258077,0.4674943089,0.5007210374,0.0867210552,0.4231034517,0.5248270631,0.0993975624,0.4813284278,0.4530525506,0.0365962721,0.4058237374,0.3497627378,0.0470346026,0.3635068238,0.2883145213,0.0538859591,0.3322316408,0.2406345308,0.0602128878,0.4289762974,0.5114253163,0.0222772229,0.3273447752,0.4431235492,0.039119307,0.2683807611,0.401270926,0.0509502217,0.2273799479,0.3774461746,0.0593568757,0.399111867,0.5824882388,0.0148132062,0.3468430638,0.5464910269,0.0476959795,0.3762162924,0.5577377677,0.0678043067,0.4054576755,0.5819205046,0.0802673101,0.3896890581,0.6577227712,0.0102044279,0.3730693161,0.6306275129,0.0500874445,0.3961637616,0.6420104504,0.0760046914,0.4229274988,0.6601660252,0.0950293392,peace sign
0.6887713671,0.9079948068,0.0000006751,0.6622473598,0.7377189398,0.0667140409,0.5784127712,0.6455036402,0.0893047228,0.4926937819,0.619977355,0.1006907448,0.4334319234,0.634047091,0.1115888953,0.5210671425,0.5773018003,0.0393519066,0.4292109013,0.4548120797,0.0494569018,0.3812769055,0.3818674386,0.0542868413,0.3430983424,0.3258696496,0.0584267043,0.4703097045,0.6502060294,0.0183557775,0.3466243148,0.5695818663,0.0365828611,0.2794880569,0.5127689838,0.0494640283,0.2278586328,0.4771472514,0.0551346317,0.4407435954,0.7344455123,0.0066161365,0.3665166497,0.665813148,0.0530554168,0.404892087,0.6592941284,0.0868266001,0.4395371079,0.677352488,0.1024508029,0.4336737692,0.8140308857,-0.002121465,0.406021148,0.7494059801,0.0513269566,0.4343777001,0.7468619347,0.087875165,0.4637009501,0.7634238601,0.1110221371,peace sign
0.9836835861,1.019468784,0.0000010335,0.9631320238,0.8822082281,-0.0041168304,0.88190341,0.7780771255,-0.0290748794,0.7883139253,0.7583807111,-0.051067736,0.7154537439,0.776429534,-0.0745037049,0.8805297017,0.7456868887,-0.0932826921,0.7957423329,0.5944768786,-0.1344833672,0.7508741617,0.5045025349,-0.1550611705,0.7163555026,0.4300210774,-0.164951995,0.849087894,0.8281102777,-0.1048592106,0.7066813111,0.7041881084,-0.1404234469,0.6294755936,0.6259234548,-0.1507381499,0.5695349574,0.5714241266,-0.1589189321,0.8187035322,0.915299654,-0.1087422073,0.6938964128,0.8044468164,-0.1355865896,0.7271116376,0.809979558,-0.1121890843,0.7635657787,0.8385859132,-0.0903489813,0.7972767353,0.9887401462,-0.1111856103,0.7120354772,0.8944921494,-0.1232776865,0.7437553406,0.9000090361,-0.0949945673,0.7766546607,0.9283351898,-0.0697164536,peace sign
0.453612864,0.8134104609,-0.0000001929,0.4143712223,0.7491462827,0.0152799487,0.4099939466,0.6766997576,0.012383041,0.4325082302,0.6305743456,0.004382031,0.4599713981,0.6219750643,-0.005500738,0.4280801117,0.5779052973,-0.0121334381,0.4475926459,0.4742105007,-0.0166622754,0.457541883,0.4124882817,-0.0184607115,0.4648129046,0.3666411042,-0.0216995869,0.4672837257,0.5765657425,-0.0251542516,0.5122200847,0.5688546896,-0.0275937133,0.5075547099,0.6093295217,-0.0227497965,0.4929637909,0.6344472766,-0.0210331865,0.5099022388,0.602627039,-0.0347036719,0.5355322361,0.6116537452,-0.0332131833,0.530266881,0.6440391541,-0.0223663468,0.5175805688,0.6658011675,-0.0182383899,0.5479921103,0.6322965026,-0.0436132997,0.56633991,0.6433252096,-0.0347693637,0.5581152439,0.6749441624,-0.0199866872,0.5457149744,0.6961935163,-0.0100861629,pointer finger
0.6954405904,0.9336959124,-0.0000003174,0.6313006282,0.847098887,0.0202073324,0.6090118885,0.7591068745,0.0208785627,0.6330829263,0.6929948926,0.0183298364,0.6760165095,0.6812503338,0.0134061901,0.6694939137,0.6770986915,-0.015032135,0.6928227544,0.55058074,-0.0140878865,0.7073318362,0.4822998047,-0.0120507972,0.7177086473,0.4300711453,-0.0125992456,0.7241956592,0.6822373271,-0.0225294773,0.7303410172,0.6589662433,-0.010803395,0.7184227705,0.6888072491,0.0028109651,0.7112933397,0.7166243792,0.0078135822,0.7715150118,0.7206634879,-0.0250213053,0.7540690899,0.7113337517,-0.0099250749,0.7461264133,0.7355724573,0.0044874963,0.7419745922,0.7593761683,0.008463094,0.8061078191,0.7644292116,-0.0256282464,0.7951439023,0.7439978719,-0.0067956792,0.7835131288,0.7669228315,0.0122838058,0.7767331004,0.7927273512,0.0239916854,pointer finger
0.8460167646,0.9521528482,-0.0000003574,0.7691910267,0.8869671226,0.0121583454,0.7303249836,0.7962675095,0.0170466006,0.7417868972,0.7244028449,0.0222472027,0.7825140953,0.7221912146,0.0263633337,0.8111786246,0.7053624988,-0.0121872593,0.8171059489,0.5889059305,-0.0074923737,0.8217199445,0.5206153393,-0.0050359885,0.8254980445,0.4701763093,-0.0050752982,0.8671261072,0.7057040334,-0.0112911789,0.8514961004,0.6884089708,0.0074724006,0.8405764699,0.718023479,0.0237741042,0.8429118395,0.7473187447,0.0298408195,0.908334434,0.738186419,-0.0067329039,0.8802570701,0.7268035412,0.0088041825,0.8691216707,0.7483872771,0.0186209884,0.8699233532,0.7744811773,0.020387385,0.9385826588,0.7761371136,-0.0002278816,0.920681715,0.758277595,0.0192926284,0.9108706713,0.7782611251,0.0343896039,0.9098427892,0.8038318157,0.0427674353,pointer finger
0.8443602324,0.525478065,-0.0000001702,0.7714246511,0.4756133258,0.022462856,0.7442952991,0.4094500244,0.0365849435,0.755556047,0.3716433644,0.0473718345,0.7847406268,0.3745773435,0.0554885454,0.8090764284,0.3156588376,0.0357546285,0.8129746318,0.2421698272,0.0665634573,0.8149783015,0.2047960162,0.0826486722,0.8177832365,0.1748904884,0.0890631899,0.8592171669,0.316609025,0.0343348682,0.8456365466,0.3202238977,0.0724898502,0.8360365033,0.3508019447,0.0856885687,0.8385409713,0.3747926354,0.0881501585,0.8955157995,0.3484719396,0.0361423902,0.8739207983,0.3550963998,0.0686550811,0.862513423,0.3786161542,0.0716005638,0.8633015752,0.3999317288,0.0658525527,0.9232391715,0.3826649189,0.0399182774,0.9055738449,0.3848193288,0.0682026222,0.8955491781,0.4047459066,0.0777522922,0.8958899379,0.4269794226,0.0802458003,pointer finger
0.6252633929,0.5476210117,-0.0000001755,0.5634323359,0.4777594507,0.0108692199,0.5566366911,0.4075575173,0.0107354755,0.592302382,0.3674641848,0.0067754812,0.6298478842,0.3638246059,0.0003826713,0.6133641005,0.3176769614,-0.0021834795,0.6375573277,0.2347985059,0.002441451,0.6532754898,0.1853469014,0.0019015034,0.665179193,0.1477206051,-0.0026331013,0.6643362045,0.3129488528,-0.0111109307,0.6837573647,0.3326695561,-0.0025800955,0.6757233143,0.365722388,-0.0011745561,0.6656854749,0.3880574703,-0.004348957,0.7065044045,0.3433902562,-0.0171347242,0.710955143,0.3699449301,-0.0077165253,0.7019789219,0.3962978721,-0.0024797777,0.6917713881,0.4160079658,-0.0039005436,0.7397406101,0.3801048696,-0.0230727401,0.7460823059,0.4004865289,-0.0126889003,0.7363319397,0.4247014523,-0.0024927256,0.7247045636,0.4443287849,0.0039227428,pointer finger
0.4952998161,0.548369348,-0.000000171,0.4427832663,0.4799972177,0.0132110044,0.4405546784,0.4195841551,0.0122602815,0.4710162878,0.3826760948,0.0068936548,0.5025323629,0.3824258745,-0.0008495371,0.4926980436,0.3363524377,-0.0040304936,0.5222970247,0.2529088855,-0.0005546779,0.5407856703,0.203939274,-0.0007095265,0.5545178056,0.1653123945,-0.0043747351,0.5365267396,0.3306079209,-0.0135491826,0.5601670742,0.3517425954,-0.0052811448,0.5538708568,0.3826339841,-0.0028254325,0.5429006219,0.4015637636,-0.0050283424,0.5756115913,0.3612849414,-0.0196065605,0.5801086426,0.3879401982,-0.0091252252,0.573733449,0.4124185145,-0.0031886459,0.564620316,0.4281351864,-0.0041992562,0.6074386835,0.398668468,-0.0252385344,0.6138013601,0.4156042039,-0.0128278313,0.6045615673,0.436567992,-0.0012227704,0.5927172899,0.4531496763,0.0060884082,pointer finger
0.2429254502,0.5675768256,-0.000000099,0.2316526175,0.4861510694,0.0201005023,0.2517558634,0.4161658585,0.0213041753,0.2878769636,0.3884307444,0.0148364091,0.3189613521,0.3872150183,0.0070953621,0.256283164,0.3448014557,0.0109026013,0.2980587482,0.2713758349,0.0098881628,0.3207107186,0.2227375805,0.0081550023,0.3353541493,0.1828217357,0.0043863268,0.284186691,0.3462235332,-0.0061154971,0.343305558,0.3571449816,-0.0101228599,0.3395308852,0.3977787793,-0.012293051,0.3207634389,0.4149864912,-0.0136981402,0.3167622089,0.3719773591,-0.0202138424,0.3650902212,0.3893045485,-0.0203937832,0.3550857604,0.4271995425,-0.0130778383,0.3358696699,0.4400864244,-0.0094107976,0.3477004468,0.4050261378,-0.0335629992,0.387485981,0.4181490839,-0.0255285967,0.376444906,0.4496623278,-0.0125564188,0.3582473993,0.4634051919,-0.0033179279,pointer finger
0.0972667783,0.668813467,-0.0000000901,0.0908581987,0.5784814358,0.0329379551,0.1128548682,0.4974513352,0.0367068462,0.1445546448,0.459695816,0.0292864051,0.1744070947,0.4464957714,0.0202313457,0.1065337583,0.4183963537,0.0229031611,0.1561299562,0.3370696902,0.0231261123,0.178941831,0.2864017785,0.0228007305,0.1937389225,0.242127955,0.0201213676,0.1204911917,0.425758779,-0.0017091777,0.2070296854,0.4199288487,-0.0053362702,0.2048786283,0.4688872993,-0.0044250353,0.182030648,0.4874106944,-0.0041314377,0.1446520686,0.4516700208,-0.0230596401,0.2241399586,0.4544842243,-0.0201985259,0.2127204537,0.4997069538,-0.0095601361,0.1868136376,0.5117883086,-0.0054177856,0.1708471477,0.4834246635,-0.0429604463,0.2345602959,0.4833758771,-0.0300637279,0.2228260189,0.5199254155,-0.014509188,0.1988224238,0.5339141488,-0.0056657689,pointer finger
0.0550710335,1.195493937,0.000000123,0.0368779451,1.090553284,0.0000742299,0.0573316589,0.9861847758,-0.0150931505,0.1072158962,0.9327920079,-0.0337383933,0.1574404389,0.9173184633,-0.0519111194,0.0412677154,0.9453374147,-0.0307925437,0.0761296451,0.8267196417,-0.0516468138,0.0962383524,0.7552517653,-0.0625416264,0.1068844646,0.697630167,-0.0712031201,0.0762391239,0.9701550603,-0.0489148423,0.1570346057,0.8910844922,-0.0769993439,0.1617800593,0.933160007,-0.0789573565,0.1412559152,0.9662811756,-0.0760495812,0.1168943644,1.008936644,-0.0654195175,0.190965116,0.9489603043,-0.0826484188,0.1835610271,0.9881330729,-0.0638453886,0.1589388251,1.015179038,-0.0491531529,0.1552999616,1.053139925,-0.0829994753,0.20679304,1.003348947,-0.0841437951,0.1977111101,1.038429618,-0.0626045987,0.1787179112,1.064147353,-0.0468899347,pointer finger
0.3381282985,0.9178948402,0.0000004692,0.3210775256,0.8010542393,0.0295252874,0.3413928449,0.7095041275,0.032601919,0.384717226,0.6629098654,0.0278741457,0.4284293056,0.6608029008,0.0221586488,0.3694137931,0.6299916506,0.0018595092,0.3937853575,0.5093640685,-0.0077548665,0.4048702121,0.431618154,-0.0134482998,0.4120998979,0.372502625,-0.0164181199,0.4171289206,0.6534418464,-0.0182220433,0.4859232008,0.5453681946,-0.0214550346,0.5246671438,0.4807577729,-0.0247743167,0.5523203611,0.4393182695,-0.0274871606,0.4561480284,0.6979903579,-0.0331293903,0.5100444555,0.6456570029,-0.0247102417,0.493865788,0.6722319722,-0.0070940503,0.4730016291,0.7008924484,0.0051760036,0.48704952,0.7545067072,-0.0470577851,0.5172992945,0.7119688392,-0.0285661221,0.5022550821,0.7352670431,-0.0024895268,0.4872979224,0.7618436813,0.0174426679,pointer finger
0.4590733945,0.9029803276,0.0000002978,0.4392703176,0.801269114,0.0217341222,0.4695294797,0.717267096,0.026374029,0.526193738,0.6970255971,0.0285998564,0.574821353,0.6907496452,0.0284069255,0.4517404437,0.6616029143,-0.0020253407,0.471080184,0.5522805452,-0.001222044,0.4820210934,0.4900221229,0.0015508035,0.4896070361,0.4391323626,0.0022830227,0.4959367514,0.6747952104,-0.0189374387,0.5341647267,0.558998704,-0.0200559925,0.5540993214,0.4917737246,-0.0245834198,0.5693664551,0.4389624,-0.0289895963,0.5355460048,0.7024538517,-0.0319853462,0.5843323469,0.600268364,-0.0416369773,0.6068122387,0.5418429375,-0.0570758656,0.6233317852,0.4979935288,-0.0685498863,0.5697817206,0.7388912439,-0.0404176675,0.5717430115,0.6904969215,-0.0433808155,0.5504004955,0.7118523717,-0.0390141197,0.540645659,0.7395107746,-0.0371884704,three fingers
0.545807004,0.9156416655,0.0000002813,0.516469419,0.8133233786,0.0195367858,0.533519268,0.7350828648,0.0242157001,0.5732882619,0.7086439133,0.0265088715,0.6044381261,0.6939814687,0.0273284521,0.5364102721,0.6736454368,-0.0037460874,0.5573003888,0.5645139217,-0.0077072028,0.5692415833,0.5014959574,-0.0059835948,0.5774772167,0.4512085915,-0.0036858269,0.5865128636,0.6876389384,-0.017353639,0.6244910955,0.5739975572,-0.0207967814,0.6453689933,0.5092761517,-0.0195441656,0.6603498459,0.4613445401,-0.0172102582,0.6299183965,0.7149583697,-0.0280015003,0.6648221016,0.6223138571,-0.0314162672,0.6805266142,0.5681594014,-0.034968961,0.6923339963,0.5295845866,-0.0371061005,0.6619346738,0.7518190145,-0.0358040221,0.6579186916,0.7070654631,-0.0292431246,0.6377450824,0.7174648643,-0.0175706986,0.6281173825,0.7414292097,-0.0094339559,three fingers
0.6920050979,0.9525918961,0.0000002675,0.6383304,0.8644079566,0.0161374975,0.6391208172,0.7767165899,0.024225574,0.6724980474,0.7311865687,0.0308028199,0.7057484984,0.7160842419,0.0347590633,0.6745572686,0.6994931102,0.0010121857,0.6910698414,0.5877916813,0.000656164,0.7037307024,0.5250841379,0.0025061176,0.7116160989,0.4755615592,0.0044433228,0.7288618088,0.71078825,-0.0064278473,0.7604207993,0.5977318287,-0.0020901926,0.7769640684,0.5363379717,0.0019105755,0.7876253128,0.4933063984,0.0053725122,0.7726989985,0.739571929,-0.0116428128,0.7953310609,0.6503871679,-0.0076788915,0.8047329187,0.5969331264,-0.012756791,0.8125181198,0.5657758713,-0.0173982307,0.8017969131,0.7770273089,-0.0147545403,0.7873107791,0.7506722212,-0.0075231069,0.7655789256,0.7664855123,-0.0010921351,0.7558484077,0.7965937853,0.0034194996,three fingers
0.7919187546,0.5301837921,-0.0000000482,0.7396078706,0.4667615294,0.0465490073,0.7377128601,0.4060741961,0.0809008926,0.7569230795,0.3710770309,0.1107385233,0.7742788792,0.3572436273,0.1412369907,0.7816824317,0.3093290925,0.0599622987,0.7884833217,0.235212341,0.0871907249,0.7914658785,0.1985812336,0.1048826277,0.7935710549,0.1690727621,0.1169545203,0.8294275403,0.3163927794,0.0552207194,0.8511657715,0.2309270501,0.0844491944,0.8616130352,0.1924272329,0.1002244577,0.8694213629,0.168114379,0.1104019806,0.8697277308,0.3482423723,0.05414363,0.8971456885,0.2847393155,0.0816747323,0.9057548642,0.2547132969,0.0856484771,0.9158840775,0.2413494289,0.0859082118,0.8963315487,0.3870004416,0.0577418469,0.8903666139,0.3718998432,0.0869468376,0.8694977164,0.3851310909,0.0986758396,0.8595639467,0.4096987844,0.1051730886,three fingers
0.4969320893,0.442158103,0.000000194,0.4877489805,0.3556835949,0.0206439346,0.5151869059,0.2911535203,0.0282035358,0.5496352911,0.2801258862,0.0307067577,0.5807968378,0.28648597,0.0304122996,0.5141812563,0.2498523742,0.0169288553,0.5378449559,0.1850741208,0.0189070366,0.5518434644,0.1501105875,0.0201660283,0.5618355274,0.121960178,0.0204250235,0.552241087,0.2516255975,0.0010996504,0.59197855,0.1775314063,0.0068539176,0.6145976782,0.1322048455,0.0051556416,0.6307175756,0.0967759192,0.0033378599,0.5872706175,0.2729739845,-0.0132241435,0.6365226507,0.224241063,-0.0112039419,0.662529707,0.1941827685,-0.0217089355,0.6808130145,0.1679764986,-0.0317477807,0.6172412634,0.3098174036,-0.025411142,0.6336814165,0.3131233752,-0.0236093197,0.6226550937,0.3363416791,-0.0220478736,0.6126935482,0.3588887453,-0.0220934749,three fingers
0.2816075683,0.4917091131,0.0000003453,0.2796044946,0.4268601537,0.0239202511,0.3147329688,0.3657152355,0.0311595965,0.3589927256,0.3531950712,0.0320314765,0.3955218792,0.3467600048,0.0315165818,0.2973635197,0.2895580232,0.0286374111,0.3340563774,0.216676861,0.0350081176,0.3546456099,0.1761310846,0.0388278924,0.3679546416,0.1433465928,0.0409118272,0.3208875358,0.2873841226,0.0099862413,0.3779824078,0.2120653987,0.0169917829,0.4076951146,0.1727472395,0.0181015953,0.4267005324,0.1380066872,0.0191649143,0.344047159,0.3024206758,-0.0078102667,0.4147846401,0.2422144413,-0.0076252222,0.449151516,0.2061504126,-0.0159362368,0.4704235196,0.1703486145,-0.023415681,0.3682335317,0.3332673609,-0.0234106947,0.4283887446,0.3260605931,-0.0203295741,0.427736342,0.363440454,-0.0137124248,0.4176770151,0.3987957835,-0.009962216,three fingers
0.1086149365,0.4342302084,0.0000001981,0.0879864395,0.3645983636,0.0204435717,0.1092975736,0.3123661876,0.0252875313,0.1379084885,0.293402493,0.0269110668,0.1694672108,0.2887117267,0.0267276224,0.110984318,0.26609236,-0.0003847657,0.1138929576,0.1953479648,-0.0088959467,0.1115303636,0.1478924006,-0.0152859725,0.109998852,0.1101458371,-0.0188311487,0.1423802972,0.2689458728,-0.0124033391,0.1769080162,0.1926575005,-0.0146549912,0.1959147304,0.1445931643,-0.0192452781,0.2071274817,0.1099983901,-0.0226056203,0.1717535853,0.2835643291,-0.0213799644,0.2190368772,0.232418865,-0.0222129878,0.245169282,0.2070265412,-0.0278115086,0.2635321021,0.1893483251,-0.0329007357,0.1957811117,0.3074872196,-0.0282002315,0.2234204412,0.3086219728,-0.0260627065,0.2177477777,0.3388199508,-0.0207423139,0.2130085826,0.3690331876,-0.0165933892,three fingers
0.1165604889,0.5548839569,0.0000001351,0.100649938,0.4791839123,0.015877312,0.1226571873,0.417576313,0.0196139812,0.156928122,0.399171263,0.0206922404,0.1903822869,0.4000308514,0.0196742844,0.1230026037,0.3771710992,0.0003287888,0.1288852096,0.3030633628,-0.0057603852,0.1291139126,0.2553369999,-0.0101387128,0.1288936585,0.2170276344,-0.0124452282,0.1541729271,0.383082062,-0.0124162817,0.1865934432,0.3047246337,-0.0141912997,0.2039566785,0.2557510138,-0.0174078848,0.2142902762,0.2181448489,-0.0189671461,0.1830827743,0.4015953839,-0.0229609776,0.2275701314,0.346534282,-0.0276126191,0.2514409423,0.313870728,-0.0349229351,0.2673943639,0.2886544764,-0.0397986509,0.2051875889,0.4317275286,-0.0314322673,0.2350635827,0.4183653593,-0.0316620879,0.2283314466,0.4453444183,-0.0246086568,0.2214299887,0.4759922326,-0.0188210513,three fingers
0.0654948801,0.8788715601,0.0000002418,0.0517728627,0.7940244079,0.023801567,0.075327538,0.7169524431,0.0295645297,0.1184702069,0.6882300973,0.0306070633,0.1548353583,0.6792644262,0.0303381402,0.0590312332,0.6669524908,0.0116070407,0.0699242502,0.5741655827,0.0116920648,0.0737505406,0.5217393041,0.0128425062,0.0719952881,0.4776639342,0.0129101863,0.084740296,0.6723066568,-0.0085260449,0.1203162372,0.5716460943,-0.0125853615,0.1374574155,0.5134833455,-0.0164204985,0.1451030672,0.4636951089,-0.0179817118,0.1108284295,0.6905049086,-0.0261209887,0.166492179,0.6083666682,-0.0336111598,0.1935466975,0.559337616,-0.0418553501,0.2084640712,0.5136961937,-0.0471994169,0.1378756911,0.7246784568,-0.0406605527,0.1821897328,0.6815094352,-0.0390066355,0.17920807,0.7089219689,-0.0289584715,0.1711450815,0.7384132743,-0.0223204605,three fingers
0.3158516586,0.7556176782,0.0000003577,0.3164945841,0.6510564685,0.0247775726,0.3534247875,0.5790353417,0.0293044131,0.4028108716,0.5651191473,0.0301546026,0.446596235,0.5699652433,0.0296750069,0.3508602977,0.5147556067,-0.0028485383,0.3784208298,0.4143912792,-0.0068862904,0.3892763853,0.3511858881,-0.0067451601,0.3942875266,0.2978273332,-0.0069685979,0.3850561082,0.5404911637,-0.0230999012,0.4544895887,0.4435516,-0.0298886206,0.4868634045,0.382394731,-0.0356633402,0.5080237389,0.3290573359,-0.0394600481,0.4142040312,0.578183949,-0.039184086,0.4963413775,0.5231214166,-0.0451328754,0.5297245383,0.4871621728,-0.05225702,0.5510736108,0.4517732263,-0.0580866337,0.4369451106,0.6263853312,-0.051933866,0.4716476798,0.6036747694,-0.0465904474,0.4538254738,0.614480257,-0.0360808261,0.4379430711,0.6240183115,-0.0301716309,three fingers
0.4616420865,0.6996049881,0.0000002954,0.4572095871,0.5981994867,0.0142607726,0.4940393865,0.5298777223,0.0160366427,0.5405646563,0.5199434757,0.0165248029,0.5798394084,0.528285861,0.0148563161,0.4981592,0.4797970057,-0.0120177222,0.5254687071,0.385825783,-0.0167919956,0.5397034287,0.3259276748,-0.0185586382,0.5516947508,0.2754469812,-0.0204866957,0.540174365,0.5056307912,-0.0240689255,0.5949459672,0.4182347357,-0.0248125326,0.6266867518,0.3628799319,-0.0289820675,0.6506393552,0.3215474784,-0.0336020552,0.5727362633,0.5435369611,-0.0327925272,0.6291046739,0.4843808711,-0.036306344,0.6592004299,0.446678102,-0.0481141619,0.6800075769,0.4217267632,-0.0587392189,0.5970848799,0.5859140158,-0.0389489122,0.6055912375,0.5681872964,-0.0406420715,0.583889842,0.5784558058,-0.0391928032,0.568362534,0.595618844,-0.0391400754,three fingers
0.3839983344,0.8687614202,-0.0000001654,0.3560254276,0.7827017903,0.0137183443,0.361646533,0.7108834982,0.0116285421,0.3980346024,0.6788920164,0.0064569595,0.4348513186,0.6853205562,-0.0007078119,0.4073216915,0.6583763361,-0.0148199648,0.4497792721,0.5769262314,-0.0164175257,0.4763733745,0.5319552422,-0.0159292761,0.4965179861,0.4967426658,-0.0169843119,0.4484674633,0.6800239682,-0.0228268169,0.4679448009,0.6597866416,-0.0160148721,0.4518872797,0.6817106009,-0.0050889598,0.4361590147,0.7041592598,-0.0008294956,0.4782837331,0.7218269706,-0.0274378788,0.4777298868,0.7102562785,-0.019827025,0.4667660594,0.7277911901,-0.0080219693,0.4554163814,0.7483167052,-0.0039060276,0.5014699101,0.7628982067,-0.0308425557,0.5018127561,0.7445065975,-0.018949965,0.4909307361,0.7617375255,-0.0031562757,0.4803642929,0.781024456,0.0067289155,pointer finger
0.3792496324,0.864808917,-0.0000001708,0.3484392464,0.7817378044,0.0107528763,0.3545110822,0.7094010711,0.0100271227,0.3901000321,0.6792355776,0.0065736566,0.4240655005,0.6854347587,0.0012744376,0.400603652,0.6533818245,-0.0112455487,0.4380037189,0.5759875774,-0.0097646294,0.4618898332,0.5299190283,-0.0090941312,0.4798975587,0.4944323301,-0.0108425356,0.4409067035,0.6695669293,-0.0177095495,0.4547774196,0.6687265038,-0.0092789019,0.4426493645,0.6907707453,-0.0023952851,0.4312810302,0.7087059617,-0.0014316058,0.4710455835,0.7106406689,-0.0208113492,0.4679583013,0.7115698457,-0.0116906306,0.4583017826,0.7287643552,-0.0028500762,0.4483022392,0.7453535199,-0.0010517373,0.4942644238,0.7526135445,-0.0232519824,0.496059835,0.7456262708,-0.0113542378,0.4857077599,0.7612076998,0.0022211163,0.4750692844,0.7772849798,0.0108916899,pointer finger
0.3402056694,0.8537858725,-0.0000001096,0.328643024,0.7705988884,0.0137190549,0.3442565799,0.7031798959,0.0129580842,0.3775621653,0.6751903892,0.0082170619,0.4085412621,0.6809903383,0.0021386419,0.3771674633,0.6427670717,-0.0052108658,0.4152002335,0.5655955076,-0.0058765318,0.4361901581,0.520090878,-0.0048275464,0.4509156048,0.484321326,-0.0060510379,0.4108029008,0.6619212627,-0.0162430797,0.4532677829,0.6547811031,-0.015229024,0.4424897432,0.6853970885,-0.009358095,0.425254941,0.7012845278,-0.0062286188,0.4381443262,0.6997298002,-0.0243161023,0.4626904428,0.7032360435,-0.0187156778,0.4519586861,0.726457417,-0.0072022085,0.4367020428,0.7391896844,-0.0024768908,0.4576723576,0.7386898994,-0.0320764706,0.473002106,0.7414477468,-0.0216892473,0.4615190923,0.7618640065,-0.0075692623,0.4477342069,0.774030447,0.0017202006,pointer finger
0.3130576909,0.8191884756,-0.000000021,0.3185860813,0.7398585677,0.0184623785,0.3451724648,0.6759818792,0.0170020014,0.3806091845,0.6526589394,0.0082893679,0.4101235867,0.65162462,-0.0010340863,0.3517725468,0.6116682291,0.0086488072,0.3933268189,0.5461353064,0.0050011934,0.4123099148,0.5007708669,0.0035946209,0.4249006212,0.4631980062,0.000882467,0.3657898307,0.617934823,-0.0090835756,0.43817994,0.6275020242,-0.0167661887,0.4343575835,0.6688732505,-0.015926376,0.4165759087,0.6824657321,-0.0135851176,0.3846827149,0.6449657083,-0.0246882793,0.4488459229,0.6684632897,-0.0271959603,0.4383090734,0.7042135,-0.0178287067,0.4204563498,0.7114562392,-0.0120501155,0.4040472507,0.6800562739,-0.0398764163,0.4530746043,0.7028982043,-0.0331432149,0.4413134158,0.7330212593,-0.0203076489,0.4247625172,0.7412183881,-0.0114485538,pointer finger
0.2988245785,0.8058899641,-0.0000000007,0.3081348538,0.7315611839,0.0155594796,0.3338266909,0.6658566594,0.011869234,0.3679517806,0.6403005719,0.0008554491,0.3985594809,0.6333817244,-0.0106027136,0.3360957205,0.5997436643,0.0054628281,0.3750495315,0.5324041843,-0.0023011244,0.391829133,0.4859057069,-0.005761534,0.4029914737,0.446772337,-0.0097236019,0.3433747292,0.6035737991,-0.0127015049,0.4238771498,0.611228466,-0.0261695608,0.4215610623,0.6568760872,-0.0257223379,0.4027058184,0.6726465225,-0.0227861181,0.3569684029,0.6272285581,-0.0295449961,0.4317150116,0.6500094533,-0.0372194797,0.4201689363,0.6889716983,-0.0271930806,0.3989938498,0.6953585148,-0.0200100746,0.3730220795,0.66001755,-0.0463146493,0.4309872687,0.6843841672,-0.0440755524,0.4188759327,0.7162575126,-0.032283742,0.3990259171,0.7222264409,-0.0237798542,pointer finger
0.2540064156,0.7233017087,0.0000000492,0.3086764514,0.708186686,-0.0128622279,0.3585994542,0.6688305736,-0.0238655712,0.3860404491,0.6279810667,-0.0372909196,0.3736227155,0.6000596285,-0.0506229959,0.3447280526,0.559320271,-0.0146569284,0.3737938702,0.4943445325,-0.0335613154,0.3905544579,0.4571022987,-0.0434422493,0.4033756554,0.4205935299,-0.0500467941,0.3130316436,0.5449827909,-0.020675512,0.3498485982,0.5489183068,-0.0537849739,0.3437768221,0.6174126863,-0.0590426512,0.3294045031,0.6499016285,-0.0546601601,0.28102386,0.545191586,-0.0283429194,0.319842279,0.5631165504,-0.0609207377,0.3127312958,0.624450922,-0.0530418158,0.2980518639,0.6482073069,-0.03904403,0.2480472326,0.5550893545,-0.0371976532,0.2872531116,0.5691468716,-0.0567047223,0.2874661982,0.6144619584,-0.0485537387,0.2745597064,0.6328332424,-0.0370169505,pointer finger
